sentid	pairid	comparison	sentence	ROI	verb	freq_bin	frequency	NP1	NP2	pronoun
5078	2539	unexpected	John guided Sarah because she	4	guided	high	475	John	Sarah	she
5079	2540	expected	Mary guided Sarah because she	4	guided	high	475	Mary	Sarah	she
5080	2540	unexpected	David guided Sarah because she	4	guided	high	475	David	Sarah	she
5081	2541	expected	Sarah guided John because she	4	guided	high	475	Sarah	John	she
5082	2541	unexpected	David guided John because she	4	guided	high	475	David	John	she
5083	2542	expected	Sarah guided David because she	4	guided	high	475	Sarah	David	she
5084	2542	unexpected	John guided David because she	4	guided	high	475	John	David	she
5085	2543	expected	Sarah guided Mary because she	4	guided	high	475	Sarah	Mary	she
5086	2543	unexpected	John guided Mary because she	4	guided	high	475	John	Mary	she
5087	2544	expected	Sarah guided Mary because she	4	guided	high	475	Sarah	Mary	she
5088	2544	unexpected	David guided Mary because she	4	guided	high	475	David	Mary	she
5089	2545	expected	John hailed David because he	4	hailed	high	66	John	David	he
5090	2545	unexpected	Mary hailed David because he	4	hailed	high	66	Mary	David	he
5091	2546	expected	John hailed David because he	4	hailed	high	66	John	David	he
5092	2546	unexpected	Sarah hailed David because he	4	hailed	high	66	Sarah	David	he
5093	2547	expected	John hailed Mary because he	4	hailed	high	66	John	Mary	he
5094	2547	unexpected	Sarah hailed Mary because he	4	hailed	high	66	Sarah	Mary	he
5095	2548	expected	John hailed Sarah because he	4	hailed	high	66	John	Sarah	he
5096	2548	unexpected	Mary hailed Sarah because he	4	hailed	high	66	Mary	Sarah	he
5097	2549	expected	David hailed John because he	4	hailed	high	66	David	John	he
5098	2549	unexpected	Mary hailed John because he	4	hailed	high	66	Mary	John	he
5099	2550	expected	David hailed John because he	4	hailed	high	66	David	John	he
5100	2550	unexpected	Sarah hailed John because he	4	hailed	high	66	Sarah	John	he
5101	2551	expected	David hailed Mary because he	4	hailed	high	66	David	Mary	he
5102	2551	unexpected	Sarah hailed Mary because he	4	hailed	high	66	Sarah	Mary	he
5103	2552	expected	David hailed Sarah because he	4	hailed	high	66	David	Sarah	he
5104	2552	unexpected	Mary hailed Sarah because he	4	hailed	high	66	Mary	Sarah	he
5105	2553	expected	Mary hailed John because she	4	hailed	high	66	Mary	John	she
5106	2553	unexpected	David hailed John because she	4	hailed	high	66	David	John	she
5107	2554	expected	Mary hailed David because she	4	hailed	high	66	Mary	David	she
5108	2554	unexpected	John hailed David because she	4	hailed	high	66	John	David	she
5109	2555	expected	Mary hailed Sarah because she	4	hailed	high	66	Mary	Sarah	she
5110	2555	unexpected	John hailed Sarah because she	4	hailed	high	66	John	Sarah	she
5111	2556	expected	Mary hailed Sarah because she	4	hailed	high	66	Mary	Sarah	she
5112	2556	unexpected	David hailed Sarah because she	4	hailed	high	66	David	Sarah	she
5113	2557	expected	Sarah hailed John because she	4	hailed	high	66	Sarah	John	she
5114	2557	unexpected	David hailed John because she	4	hailed	high	66	David	John	she
5115	2558	expected	Sarah hailed David because she	4	hailed	high	66	Sarah	David	she
5116	2558	unexpected	John hailed David because she	4	hailed	high	66	John	David	she
5117	2559	expected	Sarah hailed Mary because she	4	hailed	high	66	Sarah	Mary	she
5118	2559	unexpected	John hailed Mary because she	4	hailed	high	66	John	Mary	she
5119	2560	expected	Sarah hailed Mary because she	4	hailed	high	66	Sarah	Mary	she
5120	2560	unexpected	David hailed Mary because she	4	hailed	high	66	David	Mary	she
5121	2561	expected	John harassed David because he	4	harassed	high	36	John	David	he
5122	2561	unexpected	Mary harassed David because he	4	harassed	high	36	Mary	David	he
5123	2562	expected	John harassed David because he	4	harassed	high	36	John	David	he
5124	2562	unexpected	Sarah harassed David because he	4	harassed	high	36	Sarah	David	he
5125	2563	expected	John harassed Mary because he	4	harassed	high	36	John	Mary	he
5126	2563	unexpected	Sarah harassed Mary because he	4	harassed	high	36	Sarah	Mary	he
5127	2564	expected	John harassed Sarah because he	4	harassed	high	36	John	Sarah	he
5128	2564	unexpected	Mary harassed Sarah because he	4	harassed	high	36	Mary	Sarah	he
5129	2565	expected	David harassed John because he	4	harassed	high	36	David	John	he
5130	2565	unexpected	Mary harassed John because he	4	harassed	high	36	Mary	John	he
5131	2566	expected	David harassed John because he	4	harassed	high	36	David	John	he
5132	2566	unexpected	Sarah harassed John because he	4	harassed	high	36	Sarah	John	he
5133	2567	expected	David harassed Mary because he	4	harassed	high	36	David	Mary	he
5134	2567	unexpected	Sarah harassed Mary because he	4	harassed	high	36	Sarah	Mary	he
5135	2568	expected	David harassed Sarah because he	4	harassed	high	36	David	Sarah	he
5136	2568	unexpected	Mary harassed Sarah because he	4	harassed	high	36	Mary	Sarah	he
5137	2569	expected	Mary harassed John because she	4	harassed	high	36	Mary	John	she
5138	2569	unexpected	David harassed John because she	4	harassed	high	36	David	John	she
5139	2570	expected	Mary harassed David because she	4	harassed	high	36	Mary	David	she
5140	2570	unexpected	John harassed David because she	4	harassed	high	36	John	David	she
5141	2571	expected	Mary harassed Sarah because she	4	harassed	high	36	Mary	Sarah	she
5142	2571	unexpected	John harassed Sarah because she	4	harassed	high	36	John	Sarah	she
5143	2572	expected	Mary harassed Sarah because she	4	harassed	high	36	Mary	Sarah	she
5144	2572	unexpected	David harassed Sarah because she	4	harassed	high	36	David	Sarah	she
5145	2573	expected	Sarah harassed John because she	4	harassed	high	36	Sarah	John	she
5146	2573	unexpected	David harassed John because she	4	harassed	high	36	David	John	she
5147	2574	expected	Sarah harassed David because she	4	harassed	high	36	Sarah	David	she
5148	2574	unexpected	John harassed David because she	4	harassed	high	36	John	David	she
5149	2575	expected	Sarah harassed Mary because she	4	harassed	high	36	Sarah	Mary	she
5150	2575	unexpected	John harassed Mary because she	4	harassed	high	36	John	Mary	she
5151	2576	expected	Sarah harassed Mary because she	4	harassed	high	36	Sarah	Mary	she
5152	2576	unexpected	David harassed Mary because she	4	harassed	high	36	David	Mary	she
5153	2577	expected	John harmed David because he	4	harmed	high	82	John	David	he
5154	2577	unexpected	Mary harmed David because he	4	harmed	high	82	Mary	David	he
5155	2578	expected	John harmed David because he	4	harmed	high	82	John	David	he
5156	2578	unexpected	Sarah harmed David because he	4	harmed	high	82	Sarah	David	he
5157	2579	expected	John harmed Mary because he	4	harmed	high	82	John	Mary	he
5158	2579	unexpected	Sarah harmed Mary because he	4	harmed	high	82	Sarah	Mary	he
5159	2580	expected	John harmed Sarah because he	4	harmed	high	82	John	Sarah	he
5160	2580	unexpected	Mary harmed Sarah because he	4	harmed	high	82	Mary	Sarah	he
5161	2581	expected	David harmed John because he	4	harmed	high	82	David	John	he
5162	2581	unexpected	Mary harmed John because he	4	harmed	high	82	Mary	John	he
5163	2582	expected	David harmed John because he	4	harmed	high	82	David	John	he
5164	2582	unexpected	Sarah harmed John because he	4	harmed	high	82	Sarah	John	he
5165	2583	expected	David harmed Mary because he	4	harmed	high	82	David	Mary	he
5166	2583	unexpected	Sarah harmed Mary because he	4	harmed	high	82	Sarah	Mary	he
5167	2584	expected	David harmed Sarah because he	4	harmed	high	82	David	Sarah	he
5168	2584	unexpected	Mary harmed Sarah because he	4	harmed	high	82	Mary	Sarah	he
5169	2585	expected	Mary harmed John because she	4	harmed	high	82	Mary	John	she
5170	2585	unexpected	David harmed John because she	4	harmed	high	82	David	John	she
5171	2586	expected	Mary harmed David because she	4	harmed	high	82	Mary	David	she
5172	2586	unexpected	John harmed David because she	4	harmed	high	82	John	David	she
5173	2587	expected	Mary harmed Sarah because she	4	harmed	high	82	Mary	Sarah	she
5174	2587	unexpected	John harmed Sarah because she	4	harmed	high	82	John	Sarah	she
5175	2588	expected	Mary harmed Sarah because she	4	harmed	high	82	Mary	Sarah	she
5176	2588	unexpected	David harmed Sarah because she	4	harmed	high	82	David	Sarah	she
5177	2589	expected	Sarah harmed John because she	4	harmed	high	82	Sarah	John	she
5178	2589	unexpected	David harmed John because she	4	harmed	high	82	David	John	she
5179	2590	expected	Sarah harmed David because she	4	harmed	high	82	Sarah	David	she
5180	2590	unexpected	John harmed David because she	4	harmed	high	82	John	David	she
5181	2591	expected	Sarah harmed Mary because she	4	harmed	high	82	Sarah	Mary	she
5182	2591	unexpected	John harmed Mary because she	4	harmed	high	82	John	Mary	she
5183	2592	expected	Sarah harmed Mary because she	4	harmed	high	82	Sarah	Mary	she
5184	2592	unexpected	David harmed Mary because she	4	harmed	high	82	David	Mary	she
5185	2593	expected	John hated David because he	4	hated	high	263	John	David	he
5186	2593	unexpected	Mary hated David because he	4	hated	high	263	Mary	David	he
5187	2594	expected	John hated David because he	4	hated	high	263	John	David	he
5188	2594	unexpected	Sarah hated David because he	4	hated	high	263	Sarah	David	he
5189	2595	expected	John hated Mary because he	4	hated	high	263	John	Mary	he
5190	2595	unexpected	Sarah hated Mary because he	4	hated	high	263	Sarah	Mary	he
5191	2596	expected	John hated Sarah because he	4	hated	high	263	John	Sarah	he
5192	2596	unexpected	Mary hated Sarah because he	4	hated	high	263	Mary	Sarah	he
5193	2597	expected	David hated John because he	4	hated	high	263	David	John	he
5194	2597	unexpected	Mary hated John because he	4	hated	high	263	Mary	John	he
5195	2598	expected	David hated John because he	4	hated	high	263	David	John	he
5196	2598	unexpected	Sarah hated John because he	4	hated	high	263	Sarah	John	he
5197	2599	expected	David hated Mary because he	4	hated	high	263	David	Mary	he
5198	2599	unexpected	Sarah hated Mary because he	4	hated	high	263	Sarah	Mary	he
5199	2600	expected	David hated Sarah because he	4	hated	high	263	David	Sarah	he
5200	2600	unexpected	Mary hated Sarah because he	4	hated	high	263	Mary	Sarah	he
5201	2601	expected	Mary hated John because she	4	hated	high	263	Mary	John	she
5202	2601	unexpected	David hated John because she	4	hated	high	263	David	John	she
5203	2602	expected	Mary hated David because she	4	hated	high	263	Mary	David	she
5204	2602	unexpected	John hated David because she	4	hated	high	263	John	David	she
5205	2603	expected	Mary hated Sarah because she	4	hated	high	263	Mary	Sarah	she
5206	2603	unexpected	John hated Sarah because she	4	hated	high	263	John	Sarah	she
5207	2604	expected	Mary hated Sarah because she	4	hated	high	263	Mary	Sarah	she
5208	2604	unexpected	David hated Sarah because she	4	hated	high	263	David	Sarah	she
5209	2605	expected	Sarah hated John because she	4	hated	high	263	Sarah	John	she
5210	2605	unexpected	David hated John because she	4	hated	high	263	David	John	she
5211	2606	expected	Sarah hated David because she	4	hated	high	263	Sarah	David	she
5212	2606	unexpected	John hated David because she	4	hated	high	263	John	David	she
5213	2607	expected	Sarah hated Mary because she	4	hated	high	263	Sarah	Mary	she
5214	2607	unexpected	John hated Mary because she	4	hated	high	263	John	Mary	she
5215	2608	expected	Sarah hated Mary because she	4	hated	high	263	Sarah	Mary	she
5216	2608	unexpected	David hated Mary because she	4	hated	high	263	David	Mary	she
5217	2609	expected	John haunted David because he	4	haunted	low	23	John	David	he
5218	2609	unexpected	Mary haunted David because he	4	haunted	low	23	Mary	David	he
5219	2610	expected	John haunted David because he	4	haunted	low	23	John	David	he
5220	2610	unexpected	Sarah haunted David because he	4	haunted	low	23	Sarah	David	he
5221	2611	expected	John haunted Mary because he	4	haunted	low	23	John	Mary	he
5222	2611	unexpected	Sarah haunted Mary because he	4	haunted	low	23	Sarah	Mary	he
5223	2612	expected	John haunted Sarah because he	4	haunted	low	23	John	Sarah	he
5224	2612	unexpected	Mary haunted Sarah because he	4	haunted	low	23	Mary	Sarah	he
5225	2613	expected	David haunted John because he	4	haunted	low	23	David	John	he
5226	2613	unexpected	Mary haunted John because he	4	haunted	low	23	Mary	John	he
5227	2614	expected	David haunted John because he	4	haunted	low	23	David	John	he
5228	2614	unexpected	Sarah haunted John because he	4	haunted	low	23	Sarah	John	he
5229	2615	expected	David haunted Mary because he	4	haunted	low	23	David	Mary	he
5230	2615	unexpected	Sarah haunted Mary because he	4	haunted	low	23	Sarah	Mary	he
5231	2616	expected	David haunted Sarah because he	4	haunted	low	23	David	Sarah	he
5232	2616	unexpected	Mary haunted Sarah because he	4	haunted	low	23	Mary	Sarah	he
5233	2617	expected	Mary haunted John because she	4	haunted	low	23	Mary	John	she
5234	2617	unexpected	David haunted John because she	4	haunted	low	23	David	John	she
5235	2618	expected	Mary haunted David because she	4	haunted	low	23	Mary	David	she
5236	2618	unexpected	John haunted David because she	4	haunted	low	23	John	David	she
5237	2619	expected	Mary haunted Sarah because she	4	haunted	low	23	Mary	Sarah	she
5238	2619	unexpected	John haunted Sarah because she	4	haunted	low	23	John	Sarah	she
5239	2620	expected	Mary haunted Sarah because she	4	haunted	low	23	Mary	Sarah	she
5240	2620	unexpected	David haunted Sarah because she	4	haunted	low	23	David	Sarah	she
5241	2621	expected	Sarah haunted John because she	4	haunted	low	23	Sarah	John	she
5242	2621	unexpected	David haunted John because she	4	haunted	low	23	David	John	she
5243	2622	expected	Sarah haunted David because she	4	haunted	low	23	Sarah	David	she
5244	2622	unexpected	John haunted David because she	4	haunted	low	23	John	David	she
5245	2623	expected	Sarah haunted Mary because she	4	haunted	low	23	Sarah	Mary	she
5246	2623	unexpected	John haunted Mary because she	4	haunted	low	23	John	Mary	she
5247	2624	expected	Sarah haunted Mary because she	4	haunted	low	23	Sarah	Mary	she
5248	2624	unexpected	David haunted Mary because she	4	haunted	low	23	David	Mary	she
5249	2625	expected	John helped David because he	4	helped	high	278	John	David	he
5250	2625	unexpected	Mary helped David because he	4	helped	high	278	Mary	David	he
5251	2626	expected	John helped David because he	4	helped	high	278	John	David	he
5252	2626	unexpected	Sarah helped David because he	4	helped	high	278	Sarah	David	he
5253	2627	expected	John helped Mary because he	4	helped	high	278	John	Mary	he
5254	2627	unexpected	Sarah helped Mary because he	4	helped	high	278	Sarah	Mary	he
5255	2628	expected	John helped Sarah because he	4	helped	high	278	John	Sarah	he
5256	2628	unexpected	Mary helped Sarah because he	4	helped	high	278	Mary	Sarah	he
5257	2629	expected	David helped John because he	4	helped	high	278	David	John	he
5258	2629	unexpected	Mary helped John because he	4	helped	high	278	Mary	John	he
5259	2630	expected	David helped John because he	4	helped	high	278	David	John	he
5260	2630	unexpected	Sarah helped John because he	4	helped	high	278	Sarah	John	he
5261	2631	expected	David helped Mary because he	4	helped	high	278	David	Mary	he
5262	2631	unexpected	Sarah helped Mary because he	4	helped	high	278	Sarah	Mary	he
5263	2632	expected	David helped Sarah because he	4	helped	high	278	David	Sarah	he
5264	2632	unexpected	Mary helped Sarah because he	4	helped	high	278	Mary	Sarah	he
5265	2633	expected	Mary helped John because she	4	helped	high	278	Mary	John	she
5266	2633	unexpected	David helped John because she	4	helped	high	278	David	John	she
5267	2634	expected	Mary helped David because she	4	helped	high	278	Mary	David	she
5268	2634	unexpected	John helped David because she	4	helped	high	278	John	David	she
5269	2635	expected	Mary helped Sarah because she	4	helped	high	278	Mary	Sarah	she
5270	2635	unexpected	John helped Sarah because she	4	helped	high	278	John	Sarah	she
5271	2636	expected	Mary helped Sarah because she	4	helped	high	278	Mary	Sarah	she
5272	2636	unexpected	David helped Sarah because she	4	helped	high	278	David	Sarah	she
5273	2637	expected	Sarah helped John because she	4	helped	high	278	Sarah	John	she
5274	2637	unexpected	David helped John because she	4	helped	high	278	David	John	she
5275	2638	expected	Sarah helped David because she	4	helped	high	278	Sarah	David	she
5276	2638	unexpected	John helped David because she	4	helped	high	278	John	David	she
5277	2639	expected	Sarah helped Mary because she	4	helped	high	278	Sarah	Mary	she
5278	2639	unexpected	John helped Mary because she	4	helped	high	278	John	Mary	she
5279	2640	expected	Sarah helped Mary because she	4	helped	high	278	Sarah	Mary	she
5280	2640	unexpected	David helped Mary because she	4	helped	high	278	David	Mary	she
5281	2641	expected	John hired David because he	4	hired	high	96	John	David	he
5282	2641	unexpected	Mary hired David because he	4	hired	high	96	Mary	David	he
5283	2642	expected	John hired David because he	4	hired	high	96	John	David	he
5284	2642	unexpected	Sarah hired David because he	4	hired	high	96	Sarah	David	he
5285	2643	expected	John hired Mary because he	4	hired	high	96	John	Mary	he
5286	2643	unexpected	Sarah hired Mary because he	4	hired	high	96	Sarah	Mary	he
5287	2644	expected	John hired Sarah because he	4	hired	high	96	John	Sarah	he
5288	2644	unexpected	Mary hired Sarah because he	4	hired	high	96	Mary	Sarah	he
5289	2645	expected	David hired John because he	4	hired	high	96	David	John	he
5290	2645	unexpected	Mary hired John because he	4	hired	high	96	Mary	John	he
5291	2646	expected	David hired John because he	4	hired	high	96	David	John	he
5292	2646	unexpected	Sarah hired John because he	4	hired	high	96	Sarah	John	he
5293	2647	expected	David hired Mary because he	4	hired	high	96	David	Mary	he
5294	2647	unexpected	Sarah hired Mary because he	4	hired	high	96	Sarah	Mary	he
5295	2648	expected	David hired Sarah because he	4	hired	high	96	David	Sarah	he
5296	2648	unexpected	Mary hired Sarah because he	4	hired	high	96	Mary	Sarah	he
5297	2649	expected	Mary hired John because she	4	hired	high	96	Mary	John	she
5298	2649	unexpected	David hired John because she	4	hired	high	96	David	John	she
5299	2650	expected	Mary hired David because she	4	hired	high	96	Mary	David	she
5300	2650	unexpected	John hired David because she	4	hired	high	96	John	David	she
5301	2651	expected	Mary hired Sarah because she	4	hired	high	96	Mary	Sarah	she
5302	2651	unexpected	John hired Sarah because she	4	hired	high	96	John	Sarah	she
5303	2652	expected	Mary hired Sarah because she	4	hired	high	96	Mary	Sarah	she
5304	2652	unexpected	David hired Sarah because she	4	hired	high	96	David	Sarah	she
5305	2653	expected	Sarah hired John because she	4	hired	high	96	Sarah	John	she
5306	2653	unexpected	David hired John because she	4	hired	high	96	David	John	she
5307	2654	expected	Sarah hired David because she	4	hired	high	96	Sarah	David	she
5308	2654	unexpected	John hired David because she	4	hired	high	96	John	David	she
5309	2655	expected	Sarah hired Mary because she	4	hired	high	96	Sarah	Mary	she
5310	2655	unexpected	John hired Mary because she	4	hired	high	96	John	Mary	she
5311	2656	expected	Sarah hired Mary because she	4	hired	high	96	Sarah	Mary	she
5312	2656	unexpected	David hired Mary because she	4	hired	high	96	David	Mary	she
5313	2657	expected	John hit David because he	4	hit	high	164	John	David	he
5314	2657	unexpected	Mary hit David because he	4	hit	high	164	Mary	David	he
5315	2658	expected	John hit David because he	4	hit	high	164	John	David	he
5316	2658	unexpected	Sarah hit David because he	4	hit	high	164	Sarah	David	he
5317	2659	expected	John hit Mary because he	4	hit	high	164	John	Mary	he
5318	2659	unexpected	Sarah hit Mary because he	4	hit	high	164	Sarah	Mary	he
5319	2660	expected	John hit Sarah because he	4	hit	high	164	John	Sarah	he
5320	2660	unexpected	Mary hit Sarah because he	4	hit	high	164	Mary	Sarah	he
5321	2661	expected	David hit John because he	4	hit	high	164	David	John	he
5322	2661	unexpected	Mary hit John because he	4	hit	high	164	Mary	John	he
5323	2662	expected	David hit John because he	4	hit	high	164	David	John	he
5324	2662	unexpected	Sarah hit John because he	4	hit	high	164	Sarah	John	he
5325	2663	expected	David hit Mary because he	4	hit	high	164	David	Mary	he
5326	2663	unexpected	Sarah hit Mary because he	4	hit	high	164	Sarah	Mary	he
5327	2664	expected	David hit Sarah because he	4	hit	high	164	David	Sarah	he
5328	2664	unexpected	Mary hit Sarah because he	4	hit	high	164	Mary	Sarah	he
5329	2665	expected	Mary hit John because she	4	hit	high	164	Mary	John	she
5330	2665	unexpected	David hit John because she	4	hit	high	164	David	John	she
5331	2666	expected	Mary hit David because she	4	hit	high	164	Mary	David	she
5332	2666	unexpected	John hit David because she	4	hit	high	164	John	David	she
5333	2667	expected	Mary hit Sarah because she	4	hit	high	164	Mary	Sarah	she
5334	2667	unexpected	John hit Sarah because she	4	hit	high	164	John	Sarah	she
5335	2668	expected	Mary hit Sarah because she	4	hit	high	164	Mary	Sarah	she
5336	2668	unexpected	David hit Sarah because she	4	hit	high	164	David	Sarah	she
5337	2669	expected	Sarah hit John because she	4	hit	high	164	Sarah	John	she
5338	2669	unexpected	David hit John because she	4	hit	high	164	David	John	she
5339	2670	expected	Sarah hit David because she	4	hit	high	164	Sarah	David	she
5340	2670	unexpected	John hit David because she	4	hit	high	164	John	David	she
5341	2671	expected	Sarah hit Mary because she	4	hit	high	164	Sarah	Mary	she
5342	2671	unexpected	John hit Mary because she	4	hit	high	164	John	Mary	she
5343	2672	expected	Sarah hit Mary because she	4	hit	high	164	Sarah	Mary	she
5344	2672	unexpected	David hit Mary because she	4	hit	high	164	David	Mary	she
5345	2673	expected	John honoured David because he	4	honoured	high	596	John	David	he
5346	2673	unexpected	Mary honoured David because he	4	honoured	high	596	Mary	David	he
5347	2674	expected	John honoured David because he	4	honoured	high	596	John	David	he
5348	2674	unexpected	Sarah honoured David because he	4	honoured	high	596	Sarah	David	he
5349	2675	expected	John honoured Mary because he	4	honoured	high	596	John	Mary	he
5350	2675	unexpected	Sarah honoured Mary because he	4	honoured	high	596	Sarah	Mary	he
5351	2676	expected	John honoured Sarah because he	4	honoured	high	596	John	Sarah	he
5352	2676	unexpected	Mary honoured Sarah because he	4	honoured	high	596	Mary	Sarah	he
5353	2677	expected	David honoured John because he	4	honoured	high	596	David	John	he
5354	2677	unexpected	Mary honoured John because he	4	honoured	high	596	Mary	John	he
5355	2678	expected	David honoured John because he	4	honoured	high	596	David	John	he
5356	2678	unexpected	Sarah honoured John because he	4	honoured	high	596	Sarah	John	he
5357	2679	expected	David honoured Mary because he	4	honoured	high	596	David	Mary	he
5358	2679	unexpected	Sarah honoured Mary because he	4	honoured	high	596	Sarah	Mary	he
5359	2680	expected	David honoured Sarah because he	4	honoured	high	596	David	Sarah	he
5360	2680	unexpected	Mary honoured Sarah because he	4	honoured	high	596	Mary	Sarah	he
5361	2681	expected	Mary honoured John because she	4	honoured	high	596	Mary	John	she
5362	2681	unexpected	David honoured John because she	4	honoured	high	596	David	John	she
5363	2682	expected	Mary honoured David because she	4	honoured	high	596	Mary	David	she
5364	2682	unexpected	John honoured David because she	4	honoured	high	596	John	David	she
5365	2683	expected	Mary honoured Sarah because she	4	honoured	high	596	Mary	Sarah	she
5366	2683	unexpected	John honoured Sarah because she	4	honoured	high	596	John	Sarah	she
5367	2684	expected	Mary honoured Sarah because she	4	honoured	high	596	Mary	Sarah	she
5368	2684	unexpected	David honoured Sarah because she	4	honoured	high	596	David	Sarah	she
5369	2685	expected	Sarah honoured John because she	4	honoured	high	596	Sarah	John	she
5370	2685	unexpected	David honoured John because she	4	honoured	high	596	David	John	she
5371	2686	expected	Sarah honoured David because she	4	honoured	high	596	Sarah	David	she
5372	2686	unexpected	John honoured David because she	4	honoured	high	596	John	David	she
5373	2687	expected	Sarah honoured Mary because she	4	honoured	high	596	Sarah	Mary	she
5374	2687	unexpected	John honoured Mary because she	4	honoured	high	596	John	Mary	she
5375	2688	expected	Sarah honoured Mary because she	4	honoured	high	596	Sarah	Mary	she
5376	2688	unexpected	David honoured Mary because she	4	honoured	high	596	David	Mary	she
5377	2689	expected	John hugged David because he	4	hugged	low	9	John	David	he
5378	2689	unexpected	Mary hugged David because he	4	hugged	low	9	Mary	David	he
5379	2690	expected	John hugged David because he	4	hugged	low	9	John	David	he
5380	2690	unexpected	Sarah hugged David because he	4	hugged	low	9	Sarah	David	he
5381	2691	expected	John hugged Mary because he	4	hugged	low	9	John	Mary	he
5382	2691	unexpected	Sarah hugged Mary because he	4	hugged	low	9	Sarah	Mary	he
5383	2692	expected	John hugged Sarah because he	4	hugged	low	9	John	Sarah	he
5384	2692	unexpected	Mary hugged Sarah because he	4	hugged	low	9	Mary	Sarah	he
5385	2693	expected	David hugged John because he	4	hugged	low	9	David	John	he
5386	2693	unexpected	Mary hugged John because he	4	hugged	low	9	Mary	John	he
5387	2694	expected	David hugged John because he	4	hugged	low	9	David	John	he
5388	2694	unexpected	Sarah hugged John because he	4	hugged	low	9	Sarah	John	he
5389	2695	expected	David hugged Mary because he	4	hugged	low	9	David	Mary	he
5390	2695	unexpected	Sarah hugged Mary because he	4	hugged	low	9	Sarah	Mary	he
5391	2696	expected	David hugged Sarah because he	4	hugged	low	9	David	Sarah	he
5392	2696	unexpected	Mary hugged Sarah because he	4	hugged	low	9	Mary	Sarah	he
5393	2697	expected	Mary hugged John because she	4	hugged	low	9	Mary	John	she
5394	2697	unexpected	David hugged John because she	4	hugged	low	9	David	John	she
5395	2698	expected	Mary hugged David because she	4	hugged	low	9	Mary	David	she
5396	2698	unexpected	John hugged David because she	4	hugged	low	9	John	David	she
5397	2699	expected	Mary hugged Sarah because she	4	hugged	low	9	Mary	Sarah	she
5398	2699	unexpected	John hugged Sarah because she	4	hugged	low	9	John	Sarah	she
5399	2700	expected	Mary hugged Sarah because she	4	hugged	low	9	Mary	Sarah	she
5400	2700	unexpected	David hugged Sarah because she	4	hugged	low	9	David	Sarah	she
5401	2701	expected	Sarah hugged John because she	4	hugged	low	9	Sarah	John	she
5402	2701	unexpected	David hugged John because she	4	hugged	low	9	David	John	she
5403	2702	expected	Sarah hugged David because she	4	hugged	low	9	Sarah	David	she
5404	2702	unexpected	John hugged David because she	4	hugged	low	9	John	David	she
5405	2703	expected	Sarah hugged Mary because she	4	hugged	low	9	Sarah	Mary	she
5406	2703	unexpected	John hugged Mary because she	4	hugged	low	9	John	Mary	she
5407	2704	expected	Sarah hugged Mary because she	4	hugged	low	9	Sarah	Mary	she
5408	2704	unexpected	David hugged Mary because she	4	hugged	low	9	David	Mary	she
5409	2705	expected	John hurt David because he	4	hurt	low	1	John	David	he
5410	2705	unexpected	Mary hurt David because he	4	hurt	low	1	Mary	David	he
5411	2706	expected	John hurt David because he	4	hurt	low	1	John	David	he
5412	2706	unexpected	Sarah hurt David because he	4	hurt	low	1	Sarah	David	he
5413	2707	expected	John hurt Mary because he	4	hurt	low	1	John	Mary	he
5414	2707	unexpected	Sarah hurt Mary because he	4	hurt	low	1	Sarah	Mary	he
5415	2708	expected	John hurt Sarah because he	4	hurt	low	1	John	Sarah	he
5416	2708	unexpected	Mary hurt Sarah because he	4	hurt	low	1	Mary	Sarah	he
5417	2709	expected	David hurt John because he	4	hurt	low	1	David	John	he
5418	2709	unexpected	Mary hurt John because he	4	hurt	low	1	Mary	John	he
5419	2710	expected	David hurt John because he	4	hurt	low	1	David	John	he
5420	2710	unexpected	Sarah hurt John because he	4	hurt	low	1	Sarah	John	he
5421	2711	expected	David hurt Mary because he	4	hurt	low	1	David	Mary	he
5422	2711	unexpected	Sarah hurt Mary because he	4	hurt	low	1	Sarah	Mary	he
5423	2712	expected	David hurt Sarah because he	4	hurt	low	1	David	Sarah	he
5424	2712	unexpected	Mary hurt Sarah because he	4	hurt	low	1	Mary	Sarah	he
5425	2713	expected	Mary hurt John because she	4	hurt	low	1	Mary	John	she
5426	2713	unexpected	David hurt John because she	4	hurt	low	1	David	John	she
5427	2714	expected	Mary hurt David because she	4	hurt	low	1	Mary	David	she
5428	2714	unexpected	John hurt David because she	4	hurt	low	1	John	David	she
5429	2715	expected	Mary hurt Sarah because she	4	hurt	low	1	Mary	Sarah	she
5430	2715	unexpected	John hurt Sarah because she	4	hurt	low	1	John	Sarah	she
5431	2716	expected	Mary hurt Sarah because she	4	hurt	low	1	Mary	Sarah	she
5432	2716	unexpected	David hurt Sarah because she	4	hurt	low	1	David	Sarah	she
5433	2717	expected	Sarah hurt John because she	4	hurt	low	1	Sarah	John	she
5434	2717	unexpected	David hurt John because she	4	hurt	low	1	David	John	she
5435	2718	expected	Sarah hurt David because she	4	hurt	low	1	Sarah	David	she
5436	2718	unexpected	John hurt David because she	4	hurt	low	1	John	David	she
5437	2719	expected	Sarah hurt Mary because she	4	hurt	low	1	Sarah	Mary	she
5438	2719	unexpected	John hurt Mary because she	4	hurt	low	1	John	Mary	she
5439	2720	expected	Sarah hurt Mary because she	4	hurt	low	1	Sarah	Mary	she
5440	2720	unexpected	David hurt Mary because she	4	hurt	low	1	David	Mary	she
5441	2721	expected	John idolized David because he	4	idolized	low	2	John	David	he
