sentid	pairid	comparison	sentence	ROI	verb	freq_bin	frequency	NP1	NP2	pronoun
2682	1341	unexpected	John honoured Sarah because she	4	honoured	high	596	Mary	John	she
2683	1342	expected	Mary honoured Sarah because she	4	honoured	high	596	Mary	Sarah	she
2684	1342	unexpected	David honoured Sarah because she	4	honoured	high	596	Mary	David	she
2685	1343	expected	Sarah honoured Mary because she	4	honoured	high	596	Sarah	Mary	she
2686	1343	unexpected	John honoured Mary because she	4	honoured	high	596	Sarah	John	she
2687	1344	expected	Sarah honoured Mary because she	4	honoured	high	596	Sarah	Mary	she
2688	1344	unexpected	David honoured Mary because she	4	honoured	high	596	Sarah	David	she
2689	1345	expected	John hugged David because he	4	hugged	low	9	John	David	he
2690	1345	unexpected	Mary hugged David because he	4	hugged	low	9	John	Mary	he
2691	1346	expected	John hugged David because he	4	hugged	low	9	John	David	he
2692	1346	unexpected	Sarah hugged David because he	4	hugged	low	9	John	Sarah	he
2693	1347	expected	David hugged John because he	4	hugged	low	9	David	John	he
2694	1347	unexpected	Mary hugged John because he	4	hugged	low	9	David	Mary	he
2695	1348	expected	David hugged John because he	4	hugged	low	9	David	John	he
2696	1348	unexpected	Sarah hugged John because he	4	hugged	low	9	David	Sarah	he
2697	1349	expected	Mary hugged Sarah because she	4	hugged	low	9	Mary	Sarah	she
2698	1349	unexpected	John hugged Sarah because she	4	hugged	low	9	Mary	John	she
2699	1350	expected	Mary hugged Sarah because she	4	hugged	low	9	Mary	Sarah	she
2700	1350	unexpected	David hugged Sarah because she	4	hugged	low	9	Mary	David	she
2701	1351	expected	Sarah hugged Mary because she	4	hugged	low	9	Sarah	Mary	she
2702	1351	unexpected	John hugged Mary because she	4	hugged	low	9	Sarah	John	she
2703	1352	expected	Sarah hugged Mary because she	4	hugged	low	9	Sarah	Mary	she
2704	1352	unexpected	David hugged Mary because she	4	hugged	low	9	Sarah	David	she
2705	1353	expected	John hurt David because he	4	hurt	low	1	John	David	he
2706	1353	unexpected	Mary hurt David because he	4	hurt	low	1	John	Mary	he
2707	1354	expected	John hurt David because he	4	hurt	low	1	John	David	he
2708	1354	unexpected	Sarah hurt David because he	4	hurt	low	1	John	Sarah	he
2709	1355	expected	David hurt John because he	4	hurt	low	1	David	John	he
2710	1355	unexpected	Mary hurt John because he	4	hurt	low	1	David	Mary	he
2711	1356	expected	David hurt John because he	4	hurt	low	1	David	John	he
2712	1356	unexpected	Sarah hurt John because he	4	hurt	low	1	David	Sarah	he
2713	1357	expected	Mary hurt Sarah because she	4	hurt	low	1	Mary	Sarah	she
2714	1357	unexpected	John hurt Sarah because she	4	hurt	low	1	Mary	John	she
2715	1358	expected	Mary hurt Sarah because she	4	hurt	low	1	Mary	Sarah	she
2716	1358	unexpected	David hurt Sarah because she	4	hurt	low	1	Mary	David	she
2717	1359	expected	Sarah hurt Mary because she	4	hurt	low	1	Sarah	Mary	she
2718	1359	unexpected	John hurt Mary because she	4	hurt	low	1	Sarah	John	she
2719	1360	expected	Sarah hurt Mary because she	4	hurt	low	1	Sarah	Mary	she
2720	1360	unexpected	David hurt Mary because she	4	hurt	low	1	Sarah	David	she
2721	1361	expected	John idolized David because he	4	idolized	low	2	John	David	he
2722	1361	unexpected	Mary idolized David because he	4	idolized	low	2	John	Mary	he
2723	1362	expected	John idolized David because he	4	idolized	low	2	John	David	he
2724	1362	unexpected	Sarah idolized David because he	4	idolized	low	2	John	Sarah	he
2725	1363	expected	David idolized John because he	4	idolized	low	2	David	John	he
2726	1363	unexpected	Mary idolized John because he	4	idolized	low	2	David	Mary	he
2727	1364	expected	David idolized John because he	4	idolized	low	2	David	John	he
2728	1364	unexpected	Sarah idolized John because he	4	idolized	low	2	David	Sarah	he
2729	1365	expected	Mary idolized Sarah because she	4	idolized	low	2	Mary	Sarah	she
2730	1365	unexpected	John idolized Sarah because she	4	idolized	low	2	Mary	John	she
2731	1366	expected	Mary idolized Sarah because she	4	idolized	low	2	Mary	Sarah	she
2732	1366	unexpected	David idolized Sarah because she	4	idolized	low	2	Mary	David	she
2733	1367	expected	Sarah idolized Mary because she	4	idolized	low	2	Sarah	Mary	she
2734	1367	unexpected	John idolized Mary because she	4	idolized	low	2	Sarah	John	she
2735	1368	expected	Sarah idolized Mary because she	4	idolized	low	2	Sarah	Mary	she
2736	1368	unexpected	David idolized Mary because she	4	idolized	low	2	Sarah	David	she
2737	1369	expected	John incensed David because he	4	incensed	low	5	John	David	he
2738	1369	unexpected	Mary incensed David because he	4	incensed	low	5	John	Mary	he
2739	1370	expected	John incensed David because he	4	incensed	low	5	John	David	he
2740	1370	unexpected	Sarah incensed David because he	4	incensed	low	5	John	Sarah	he
2741	1371	expected	David incensed John because he	4	incensed	low	5	David	John	he
2742	1371	unexpected	Mary incensed John because he	4	incensed	low	5	David	Mary	he
2743	1372	expected	David incensed John because he	4	incensed	low	5	David	John	he
2744	1372	unexpected	Sarah incensed John because he	4	incensed	low	5	David	Sarah	he
2745	1373	expected	Mary incensed Sarah because she	4	incensed	low	5	Mary	Sarah	she
2746	1373	unexpected	John incensed Sarah because she	4	incensed	low	5	Mary	John	she
2747	1374	expected	Mary incensed Sarah because she	4	incensed	low	5	Mary	Sarah	she
2748	1374	unexpected	David incensed Sarah because she	4	incensed	low	5	Mary	David	she
2749	1375	expected	Sarah incensed Mary because she	4	incensed	low	5	Sarah	Mary	she
2750	1375	unexpected	John incensed Mary because she	4	incensed	low	5	Sarah	John	she
2751	1376	expected	Sarah incensed Mary because she	4	incensed	low	5	Sarah	Mary	she
2752	1376	unexpected	David incensed Mary because she	4	incensed	low	5	Sarah	David	she
2753	1377	expected	John infuriated David because he	4	infuriated	low	1	John	David	he
2754	1377	unexpected	Mary infuriated David because he	4	infuriated	low	1	John	Mary	he
2755	1378	expected	John infuriated David because he	4	infuriated	low	1	John	David	he
2756	1378	unexpected	Sarah infuriated David because he	4	infuriated	low	1	John	Sarah	he
2757	1379	expected	David infuriated John because he	4	infuriated	low	1	David	John	he
2758	1379	unexpected	Mary infuriated John because he	4	infuriated	low	1	David	Mary	he
2759	1380	expected	David infuriated John because he	4	infuriated	low	1	David	John	he
2760	1380	unexpected	Sarah infuriated John because he	4	infuriated	low	1	David	Sarah	he
2761	1381	expected	Mary infuriated Sarah because she	4	infuriated	low	1	Mary	Sarah	she
2762	1381	unexpected	John infuriated Sarah because she	4	infuriated	low	1	Mary	John	she
2763	1382	expected	Mary infuriated Sarah because she	4	infuriated	low	1	Mary	Sarah	she
2764	1382	unexpected	David infuriated Sarah because she	4	infuriated	low	1	Mary	David	she
2765	1383	expected	Sarah infuriated Mary because she	4	infuriated	low	1	Sarah	Mary	she
2766	1383	unexpected	John infuriated Mary because she	4	infuriated	low	1	Sarah	John	she
2767	1384	expected	Sarah infuriated Mary because she	4	infuriated	low	1	Sarah	Mary	she
2768	1384	unexpected	David infuriated Mary because she	4	infuriated	low	1	Sarah	David	she
2769	1385	expected	John inspired David because he	4	inspired	low	6	John	David	he
2770	1385	unexpected	Mary inspired David because he	4	inspired	low	6	John	Mary	he
2771	1386	expected	John inspired David because he	4	inspired	low	6	John	David	he
2772	1386	unexpected	Sarah inspired David because he	4	inspired	low	6	John	Sarah	he
2773	1387	expected	David inspired John because he	4	inspired	low	6	David	John	he
2774	1387	unexpected	Mary inspired John because he	4	inspired	low	6	David	Mary	he
2775	1388	expected	David inspired John because he	4	inspired	low	6	David	John	he
2776	1388	unexpected	Sarah inspired John because he	4	inspired	low	6	David	Sarah	he
2777	1389	expected	Mary inspired Sarah because she	4	inspired	low	6	Mary	Sarah	she
2778	1389	unexpected	John inspired Sarah because she	4	inspired	low	6	Mary	John	she
2779	1390	expected	Mary inspired Sarah because she	4	inspired	low	6	Mary	Sarah	she
2780	1390	unexpected	David inspired Sarah because she	4	inspired	low	6	Mary	David	she
2781	1391	expected	Sarah inspired Mary because she	4	inspired	low	6	Sarah	Mary	she
2782	1391	unexpected	John inspired Mary because she	4	inspired	low	6	Sarah	John	she
2783	1392	expected	Sarah inspired Mary because she	4	inspired	low	6	Sarah	Mary	she
2784	1392	unexpected	David inspired Mary because she	4	inspired	low	6	Sarah	David	she
2785	1393	expected	John instructed David because he	4	instructed	low	14	John	David	he
2786	1393	unexpected	Mary instructed David because he	4	instructed	low	14	John	Mary	he
2787	1394	expected	John instructed David because he	4	instructed	low	14	John	David	he
2788	1394	unexpected	Sarah instructed David because he	4	instructed	low	14	John	Sarah	he
2789	1395	expected	David instructed John because he	4	instructed	low	14	David	John	he
2790	1395	unexpected	Mary instructed John because he	4	instructed	low	14	David	Mary	he
2791	1396	expected	David instructed John because he	4	instructed	low	14	David	John	he
2792	1396	unexpected	Sarah instructed John because he	4	instructed	low	14	David	Sarah	he
2793	1397	expected	Mary instructed Sarah because she	4	instructed	low	14	Mary	Sarah	she
2794	1397	unexpected	John instructed Sarah because she	4	instructed	low	14	Mary	John	she
2795	1398	expected	Mary instructed Sarah because she	4	instructed	low	14	Mary	Sarah	she
2796	1398	unexpected	David instructed Sarah because she	4	instructed	low	14	Mary	David	she
2797	1399	expected	Sarah instructed Mary because she	4	instructed	low	14	Sarah	Mary	she
2798	1399	unexpected	John instructed Mary because she	4	instructed	low	14	Sarah	John	she
2799	1400	expected	Sarah instructed Mary because she	4	instructed	low	14	Sarah	Mary	she
2800	1400	unexpected	David instructed Mary because she	4	instructed	low	14	Sarah	David	she
2801	1401	expected	John insulted David because he	4	insulted	low	20	John	David	he
2802	1401	unexpected	Mary insulted David because he	4	insulted	low	20	John	Mary	he
2803	1402	expected	John insulted David because he	4	insulted	low	20	John	David	he
2804	1402	unexpected	Sarah insulted David because he	4	insulted	low	20	John	Sarah	he
2805	1403	expected	David insulted John because he	4	insulted	low	20	David	John	he
2806	1403	unexpected	Mary insulted John because he	4	insulted	low	20	David	Mary	he
2807	1404	expected	David insulted John because he	4	insulted	low	20	David	John	he
2808	1404	unexpected	Sarah insulted John because he	4	insulted	low	20	David	Sarah	he
2809	1405	expected	Mary insulted Sarah because she	4	insulted	low	20	Mary	Sarah	she
2810	1405	unexpected	John insulted Sarah because she	4	insulted	low	20	Mary	John	she
2811	1406	expected	Mary insulted Sarah because she	4	insulted	low	20	Mary	Sarah	she
2812	1406	unexpected	David insulted Sarah because she	4	insulted	low	20	Mary	David	she
2813	1407	expected	Sarah insulted Mary because she	4	insulted	low	20	Sarah	Mary	she
2814	1407	unexpected	John insulted Mary because she	4	insulted	low	20	Sarah	John	she
2815	1408	expected	Sarah insulted Mary because she	4	insulted	low	20	Sarah	Mary	she
2816	1408	unexpected	David insulted Mary because she	4	insulted	low	20	Sarah	David	she
2817	1409	expected	John interrupted David because he	4	interrupted	high	38	John	David	he
2818	1409	unexpected	Mary interrupted David because he	4	interrupted	high	38	John	Mary	he
2819	1410	expected	John interrupted David because he	4	interrupted	high	38	John	David	he
2820	1410	unexpected	Sarah interrupted David because he	4	interrupted	high	38	John	Sarah	he
2821	1411	expected	David interrupted John because he	4	interrupted	high	38	David	John	he
2822	1411	unexpected	Mary interrupted John because he	4	interrupted	high	38	David	Mary	he
2823	1412	expected	David interrupted John because he	4	interrupted	high	38	David	John	he
2824	1412	unexpected	Sarah interrupted John because he	4	interrupted	high	38	David	Sarah	he
2825	1413	expected	Mary interrupted Sarah because she	4	interrupted	high	38	Mary	Sarah	she
2826	1413	unexpected	John interrupted Sarah because she	4	interrupted	high	38	Mary	John	she
2827	1414	expected	Mary interrupted Sarah because she	4	interrupted	high	38	Mary	Sarah	she
2828	1414	unexpected	David interrupted Sarah because she	4	interrupted	high	38	Mary	David	she
2829	1415	expected	Sarah interrupted Mary because she	4	interrupted	high	38	Sarah	Mary	she
2830	1415	unexpected	John interrupted Mary because she	4	interrupted	high	38	Sarah	John	she
2831	1416	expected	Sarah interrupted Mary because she	4	interrupted	high	38	Sarah	Mary	she
2832	1416	unexpected	David interrupted Mary because she	4	interrupted	high	38	Sarah	David	she
2833	1417	expected	John intimidated David because he	4	intimidated	high	320	John	David	he
2834	1417	unexpected	Mary intimidated David because he	4	intimidated	high	320	John	Mary	he
2835	1418	expected	John intimidated David because he	4	intimidated	high	320	John	David	he
2836	1418	unexpected	Sarah intimidated David because he	4	intimidated	high	320	John	Sarah	he
2837	1419	expected	David intimidated John because he	4	intimidated	high	320	David	John	he
2838	1419	unexpected	Mary intimidated John because he	4	intimidated	high	320	David	Mary	he
2839	1420	expected	David intimidated John because he	4	intimidated	high	320	David	John	he
2840	1420	unexpected	Sarah intimidated John because he	4	intimidated	high	320	David	Sarah	he
2841	1421	expected	Mary intimidated Sarah because she	4	intimidated	high	320	Mary	Sarah	she
2842	1421	unexpected	John intimidated Sarah because she	4	intimidated	high	320	Mary	John	she
2843	1422	expected	Mary intimidated Sarah because she	4	intimidated	high	320	Mary	Sarah	she
2844	1422	unexpected	David intimidated Sarah because she	4	intimidated	high	320	Mary	David	she
2845	1423	expected	Sarah intimidated Mary because she	4	intimidated	high	320	Sarah	Mary	she
2846	1423	unexpected	John intimidated Mary because she	4	intimidated	high	320	Sarah	John	she
2847	1424	expected	Sarah intimidated Mary because she	4	intimidated	high	320	Sarah	Mary	she
2848	1424	unexpected	David intimidated Mary because she	4	intimidated	high	320	Sarah	David	she
2849	1425	expected	John intrigued David because he	4	intrigued	low	17	John	David	he
2850	1425	unexpected	Mary intrigued David because he	4	intrigued	low	17	John	Mary	he
2851	1426	expected	John intrigued David because he	4	intrigued	low	17	John	David	he
2852	1426	unexpected	Sarah intrigued David because he	4	intrigued	low	17	John	Sarah	he
2853	1427	expected	David intrigued John because he	4	intrigued	low	17	David	John	he
2854	1427	unexpected	Mary intrigued John because he	4	intrigued	low	17	David	Mary	he
2855	1428	expected	David intrigued John because he	4	intrigued	low	17	David	John	he
2856	1428	unexpected	Sarah intrigued John because he	4	intrigued	low	17	David	Sarah	he
2857	1429	expected	Mary intrigued Sarah because she	4	intrigued	low	17	Mary	Sarah	she
2858	1429	unexpected	John intrigued Sarah because she	4	intrigued	low	17	Mary	John	she
2859	1430	expected	Mary intrigued Sarah because she	4	intrigued	low	17	Mary	Sarah	she
2860	1430	unexpected	David intrigued Sarah because she	4	intrigued	low	17	Mary	David	she
2861	1431	expected	Sarah intrigued Mary because she	4	intrigued	low	17	Sarah	Mary	she
2862	1431	unexpected	John intrigued Mary because she	4	intrigued	low	17	Sarah	John	she
2863	1432	expected	Sarah intrigued Mary because she	4	intrigued	low	17	Sarah	Mary	she
2864	1432	unexpected	David intrigued Mary because she	4	intrigued	low	17	Sarah	David	she
2865	1433	expected	John invigorated David because he	4	invigorated	high	842	John	David	he
2866	1433	unexpected	Mary invigorated David because he	4	invigorated	high	842	John	Mary	he
2867	1434	expected	John invigorated David because he	4	invigorated	high	842	John	David	he
2868	1434	unexpected	Sarah invigorated David because he	4	invigorated	high	842	John	Sarah	he
2869	1435	expected	David invigorated John because he	4	invigorated	high	842	David	John	he
2870	1435	unexpected	Mary invigorated John because he	4	invigorated	high	842	David	Mary	he
2871	1436	expected	David invigorated John because he	4	invigorated	high	842	David	John	he
2872	1436	unexpected	Sarah invigorated John because he	4	invigorated	high	842	David	Sarah	he
2873	1437	expected	Mary invigorated Sarah because she	4	invigorated	high	842	Mary	Sarah	she
2874	1437	unexpected	John invigorated Sarah because she	4	invigorated	high	842	Mary	John	she
2875	1438	expected	Mary invigorated Sarah because she	4	invigorated	high	842	Mary	Sarah	she
2876	1438	unexpected	David invigorated Sarah because she	4	invigorated	high	842	Mary	David	she
2877	1439	expected	Sarah invigorated Mary because she	4	invigorated	high	842	Sarah	Mary	she
2878	1439	unexpected	John invigorated Mary because she	4	invigorated	high	842	Sarah	John	she
2879	1440	expected	Sarah invigorated Mary because she	4	invigorated	high	842	Sarah	Mary	she
2880	1440	unexpected	David invigorated Mary because she	4	invigorated	high	842	Sarah	David	she
2881	1441	expected	John irritated David because he	4	irritated	low	5	John	David	he
2882	1441	unexpected	Mary irritated David because he	4	irritated	low	5	John	Mary	he
2883	1442	expected	John irritated David because he	4	irritated	low	5	John	David	he
2884	1442	unexpected	Sarah irritated David because he	4	irritated	low	5	John	Sarah	he
2885	1443	expected	David irritated John because he	4	irritated	low	5	David	John	he
2886	1443	unexpected	Mary irritated John because he	4	irritated	low	5	David	Mary	he
2887	1444	expected	David irritated John because he	4	irritated	low	5	David	John	he
2888	1444	unexpected	Sarah irritated John because he	4	irritated	low	5	David	Sarah	he
2889	1445	expected	Mary irritated Sarah because she	4	irritated	low	5	Mary	Sarah	she
2890	1445	unexpected	John irritated Sarah because she	4	irritated	low	5	Mary	John	she
2891	1446	expected	Mary irritated Sarah because she	4	irritated	low	5	Mary	Sarah	she
2892	1446	unexpected	David irritated Sarah because she	4	irritated	low	5	Mary	David	she
2893	1447	expected	Sarah irritated Mary because she	4	irritated	low	5	Sarah	Mary	she
2894	1447	unexpected	John irritated Mary because she	4	irritated	low	5	Sarah	John	she
2895	1448	expected	Sarah irritated Mary because she	4	irritated	low	5	Sarah	Mary	she
2896	1448	unexpected	David irritated Mary because she	4	irritated	low	5	Sarah	David	she
2897	1449	expected	John jollified David because he	4	jollified	low	0	John	David	he
2898	1449	unexpected	Mary jollified David because he	4	jollified	low	0	John	Mary	he
2899	1450	expected	John jollified David because he	4	jollified	low	0	John	David	he
2900	1450	unexpected	Sarah jollified David because he	4	jollified	low	0	John	Sarah	he
2901	1451	expected	David jollified John because he	4	jollified	low	0	David	John	he
2902	1451	unexpected	Mary jollified John because he	4	jollified	low	0	David	Mary	he
2903	1452	expected	David jollified John because he	4	jollified	low	0	David	John	he
2904	1452	unexpected	Sarah jollified John because he	4	jollified	low	0	David	Sarah	he
2905	1453	expected	Mary jollified Sarah because she	4	jollified	low	0	Mary	Sarah	she
2906	1453	unexpected	John jollified Sarah because she	4	jollified	low	0	Mary	John	she
2907	1454	expected	Mary jollified Sarah because she	4	jollified	low	0	Mary	Sarah	she
2908	1454	unexpected	David jollified Sarah because she	4	jollified	low	0	Mary	David	she
2909	1455	expected	Sarah jollified Mary because she	4	jollified	low	0	Sarah	Mary	she
2910	1455	unexpected	John jollified Mary because she	4	jollified	low	0	Sarah	John	she
2911	1456	expected	Sarah jollified Mary because she	4	jollified	low	0	Sarah	Mary	she
2912	1456	unexpected	David jollified Mary because she	4	jollified	low	0	Sarah	David	she
2913	1457	expected	John jolted David because he	4	jolted	low	10	John	David	he
2914	1457	unexpected	Mary jolted David because he	4	jolted	low	10	John	Mary	he
2915	1458	expected	John jolted David because he	4	jolted	low	10	John	David	he
2916	1458	unexpected	Sarah jolted David because he	4	jolted	low	10	John	Sarah	he
2917	1459	expected	David jolted John because he	4	jolted	low	10	David	John	he
2918	1459	unexpected	Mary jolted John because he	4	jolted	low	10	David	Mary	he
2919	1460	expected	David jolted John because he	4	jolted	low	10	David	John	he
2920	1460	unexpected	Sarah jolted John because he	4	jolted	low	10	David	Sarah	he
2921	1461	expected	Mary jolted Sarah because she	4	jolted	low	10	Mary	Sarah	she
2922	1461	unexpected	John jolted Sarah because she	4	jolted	low	10	Mary	John	she
2923	1462	expected	Mary jolted Sarah because she	4	jolted	low	10	Mary	Sarah	she
2924	1462	unexpected	David jolted Sarah because she	4	jolted	low	10	Mary	David	she
2925	1463	expected	Sarah jolted Mary because she	4	jolted	low	10	Sarah	Mary	she
2926	1463	unexpected	John jolted Mary because she	4	jolted	low	10	Sarah	John	she
2927	1464	expected	Sarah jolted Mary because she	4	jolted	low	10	Sarah	Mary	she
2928	1464	unexpected	David jolted Mary because she	4	jolted	low	10	Sarah	David	she
2929	1465	expected	John killed David because he	4	killed	high	984	John	David	he
2930	1465	unexpected	Mary killed David because he	4	killed	high	984	John	Mary	he
2931	1466	expected	John killed David because he	4	killed	high	984	John	David	he
2932	1466	unexpected	Sarah killed David because he	4	killed	high	984	John	Sarah	he
2933	1467	expected	David killed John because he	4	killed	high	984	David	John	he
2934	1467	unexpected	Mary killed John because he	4	killed	high	984	David	Mary	he
2935	1468	expected	David killed John because he	4	killed	high	984	David	John	he
2936	1468	unexpected	Sarah killed John because he	4	killed	high	984	David	Sarah	he
2937	1469	expected	Mary killed Sarah because she	4	killed	high	984	Mary	Sarah	she
2938	1469	unexpected	John killed Sarah because she	4	killed	high	984	Mary	John	she
2939	1470	expected	Mary killed Sarah because she	4	killed	high	984	Mary	Sarah	she
2940	1470	unexpected	David killed Sarah because she	4	killed	high	984	Mary	David	she
2941	1471	expected	Sarah killed Mary because she	4	killed	high	984	Sarah	Mary	she
2942	1471	unexpected	John killed Mary because she	4	killed	high	984	Sarah	John	she
2943	1472	expected	Sarah killed Mary because she	4	killed	high	984	Sarah	Mary	she
2944	1472	unexpected	David killed Mary because she	4	killed	high	984	Sarah	David	she
2945	1473	expected	John kissed David because he	4	kissed	low	1	John	David	he
2946	1473	unexpected	Mary kissed David because he	4	kissed	low	1	John	Mary	he
2947	1474	expected	John kissed David because he	4	kissed	low	1	John	David	he
2948	1474	unexpected	Sarah kissed David because he	4	kissed	low	1	John	Sarah	he
2949	1475	expected	David kissed John because he	4	kissed	low	1	David	John	he
2950	1475	unexpected	Mary kissed John because he	4	kissed	low	1	David	Mary	he
2951	1476	expected	David kissed John because he	4	kissed	low	1	David	John	he
2952	1476	unexpected	Sarah kissed John because he	4	kissed	low	1	David	Sarah	he
2953	1477	expected	Mary kissed Sarah because she	4	kissed	low	1	Mary	Sarah	she
2954	1477	unexpected	John kissed Sarah because she	4	kissed	low	1	Mary	John	she
2955	1478	expected	Mary kissed Sarah because she	4	kissed	low	1	Mary	Sarah	she
2956	1478	unexpected	David kissed Sarah because she	4	kissed	low	1	Mary	David	she
2957	1479	expected	Sarah kissed Mary because she	4	kissed	low	1	Sarah	Mary	she
2958	1479	unexpected	John kissed Mary because she	4	kissed	low	1	Sarah	John	she
2959	1480	expected	Sarah kissed Mary because she	4	kissed	low	1	Sarah	Mary	she
2960	1480	unexpected	David kissed Mary because she	4	kissed	low	1	Sarah	David	she
2961	1481	expected	John lauded David because he	4	lauded	low	0	John	David	he
2962	1481	unexpected	Mary lauded David because he	4	lauded	low	0	John	Mary	he
2963	1482	expected	John lauded David because he	4	lauded	low	0	John	David	he
2964	1482	unexpected	Sarah lauded David because he	4	lauded	low	0	John	Sarah	he
2965	1483	expected	David lauded John because he	4	lauded	low	0	David	John	he
2966	1483	unexpected	Mary lauded John because he	4	lauded	low	0	David	Mary	he
2967	1484	expected	David lauded John because he	4	lauded	low	0	David	John	he
2968	1484	unexpected	Sarah lauded John because he	4	lauded	low	0	David	Sarah	he
2969	1485	expected	Mary lauded Sarah because she	4	lauded	low	0	Mary	Sarah	she
2970	1485	unexpected	John lauded Sarah because she	4	lauded	low	0	Mary	John	she
2971	1486	expected	Mary lauded Sarah because she	4	lauded	low	0	Mary	Sarah	she
2972	1486	unexpected	David lauded Sarah because she	4	lauded	low	0	Mary	David	she
2973	1487	expected	Sarah lauded Mary because she	4	lauded	low	0	Sarah	Mary	she
2974	1487	unexpected	John lauded Mary because she	4	lauded	low	0	Sarah	John	she
2975	1488	expected	Sarah lauded Mary because she	4	lauded	low	0	Sarah	Mary	she
2976	1488	unexpected	David lauded Mary because she	4	lauded	low	0	Sarah	David	she
2977	1489	expected	John laughed at David because he	5	laughed at	low	0	John	David	he
2978	1489	unexpected	Mary laughed at David because he	5	laughed at	low	0	John	Mary	he
2979	1490	expected	John laughed at David because he	5	laughed at	low	0	John	David	he
2980	1490	unexpected	Sarah laughed at David because he	5	laughed at	low	0	John	Sarah	he
2981	1491	expected	David laughed at John because he	5	laughed at	low	0	David	John	he
2982	1491	unexpected	Mary laughed at John because he	5	laughed at	low	0	David	Mary	he
2983	1492	expected	David laughed at John because he	5	laughed at	low	0	David	John	he
2984	1492	unexpected	Sarah laughed at John because he	5	laughed at	low	0	David	Sarah	he
2985	1493	expected	Mary laughed at Sarah because she	5	laughed at	low	0	Mary	Sarah	she
2986	1493	unexpected	John laughed at Sarah because she	5	laughed at	low	0	Mary	John	she
2987	1494	expected	Mary laughed at Sarah because she	5	laughed at	low	0	Mary	Sarah	she
2988	1494	unexpected	David laughed at Sarah because she	5	laughed at	low	0	Mary	David	she
2989	1495	expected	Sarah laughed at Mary because she	5	laughed at	low	0	Sarah	Mary	she
2990	1495	unexpected	John laughed at Mary because she	5	laughed at	low	0	Sarah	John	she
2991	1496	expected	Sarah laughed at Mary because she	5	laughed at	low	0	Sarah	Mary	she
2992	1496	unexpected	David laughed at Mary because she	5	laughed at	low	0	Sarah	David	she
2993	1497	expected	John led David because he	4	led	high	490	John	David	he
2994	1497	unexpected	Mary led David because he	4	led	high	490	John	Mary	he
2995	1498	expected	John led David because he	4	led	high	490	John	David	he
2996	1498	unexpected	Sarah led David because he	4	led	high	490	John	Sarah	he
2997	1499	expected	David led John because he	4	led	high	490	David	John	he
2998	1499	unexpected	Mary led John because he	4	led	high	490	David	Mary	he
2999	1500	expected	David led John because he	4	led	high	490	David	John	he
3000	1500	unexpected	Sarah led John because he	4	led	high	490	David	Sarah	he
3001	1501	expected	Mary led Sarah because she	4	led	high	490	Mary	Sarah	she
3002	1501	unexpected	John led Sarah because she	4	led	high	490	Mary	John	she
3003	1502	expected	Mary led Sarah because she	4	led	high	490	Mary	Sarah	she
3004	1502	unexpected	David led Sarah because she	4	led	high	490	Mary	David	she
3005	1503	expected	Sarah led Mary because she	4	led	high	490	Sarah	Mary	she
3006	1503	unexpected	John led Mary because she	4	led	high	490	Sarah	John	she
3007	1504	expected	Sarah led Mary because she	4	led	high	490	Sarah	Mary	she
3008	1504	unexpected	David led Mary because she	4	led	high	490	Sarah	David	she
3009	1505	expected	John left David because he	4	left	high	175	John	David	he
3010	1505	unexpected	Mary left David because he	4	left	high	175	John	Mary	he
3011	1506	expected	John left David because he	4	left	high	175	John	David	he
3012	1506	unexpected	Sarah left David because he	4	left	high	175	John	Sarah	he
3013	1507	expected	David left John because he	4	left	high	175	David	John	he
3014	1507	unexpected	Mary left John because he	4	left	high	175	David	Mary	he
3015	1508	expected	David left John because he	4	left	high	175	David	John	he
3016	1508	unexpected	Sarah left John because he	4	left	high	175	David	Sarah	he
3017	1509	expected	Mary left Sarah because she	4	left	high	175	Mary	Sarah	she
3018	1509	unexpected	John left Sarah because she	4	left	high	175	Mary	John	she
3019	1510	expected	Mary left Sarah because she	4	left	high	175	Mary	Sarah	she
3020	1510	unexpected	David left Sarah because she	4	left	high	175	Mary	David	she
3021	1511	expected	Sarah left Mary because she	4	left	high	175	Sarah	Mary	she
3022	1511	unexpected	John left Mary because she	4	left	high	175	Sarah	John	she
3023	1512	expected	Sarah left Mary because she	4	left	high	175	Sarah	Mary	she
3024	1512	unexpected	David left Mary because she	4	left	high	175	Sarah	David	she
3025	1513	expected	John lied to David because he	5	lied to	high	133	John	David	he
3026	1513	unexpected	Mary lied to David because he	5	lied to	high	133	John	Mary	he
3027	1514	expected	John lied to David because he	5	lied to	high	133	John	David	he
3028	1514	unexpected	Sarah lied to David because he	5	lied to	high	133	John	Sarah	he
3029	1515	expected	David lied to John because he	5	lied to	high	133	David	John	he
3030	1515	unexpected	Mary lied to John because he	5	lied to	high	133	David	Mary	he
3031	1516	expected	David lied to John because he	5	lied to	high	133	David	John	he
3032	1516	unexpected	Sarah lied to John because he	5	lied to	high	133	David	Sarah	he
3033	1517	expected	Mary lied to Sarah because she	5	lied to	high	133	Mary	Sarah	she
3034	1517	unexpected	John lied to Sarah because she	5	lied to	high	133	Mary	John	she
3035	1518	expected	Mary lied to Sarah because she	5	lied to	high	133	Mary	Sarah	she
3036	1518	unexpected	David lied to Sarah because she	5	lied to	high	133	Mary	David	she
3037	1519	expected	Sarah lied to Mary because she	5	lied to	high	133	Sarah	Mary	she
